# Arlo U. Landolt
# UBVRI PHOTOMETRIC STANDARD STARS AROUND THE CELESTIAL EQUATOR: UPDATES AND ADDITIONS
# Astron.J.137:4186,2009
# https://arxiv.org/abs/0904.0638
#
# STAR       Star
# RA_2000    alpha (J2000.0)
# DEC_2000   delta (J2000.0)
# MAG_V      V
# MAG_BV     B-V
# MAG_UB     U-B
# MAG_VR     V-R
# MAG_RI     R-I
# MAG_VI     V-I
# NOB        number of observation
# NNI        number of nights
# ERR_V      mean error of V
# ERR_BV     mean error of B-V
# ERR_UB     mean error of U-B
# ERR_VR     mean error of V-R
# ERR_RI     mean error of R-I
# ERR_VI     mean error of V-I
FIELD_NAME      STAR	       RA_2000          DEC_2000        MAG_V    MAG_BV   MAG_UB   MAG_VR   MAG_RI   MAG_VI   NOB   NNI    ERR_V     ERR_BV    ERR_UB    ERR_VR	   ERR_RI    ERR_VI
-               G162_66        10:33:42.763     -11:41:38.35    13.012   -0.165   -0.997   -0.126   -0.141   -0.266    88    71    0.0014    0.0010    0.0019    0.0009    0.0020    0.0025    
-               G44_27         10:36:01.21      +05:07:12.8     12.636   +1.586   +1.088   +1.185   +1.526   +2.714     8     4    0.0120    0.0106    0.0106    0.0046    0.0039    0.0032    
-               PG1034+001     10:37:03.803     -00:08:19.11    13.228   -0.365   -1.274   -0.155   -0.203   -0.359    33    16    0.0024    0.0024    0.0033    0.0026    0.0042    0.0054    
-               G163_6         10:42:54.16      +02:47:20.6     14.706   +1.550   +1.228   +1.090   +1.384   +2.478     4     3    0.0070    0.0115    0.0655    0.0090    0.0015    0.0085    
PG1047+033      PG1047+003     10:50:02.825     -00:00:36.85    13.474   -0.290   -1.121   -0.132   -0.162   -0.295    32    18    0.0039    0.0030    0.0041    0.0037    0.0088    0.0110    
PG1047+033      PG1047+003A    10:50:05.653     -00:01:11.25    13.512   +0.688   +0.168   +0.422   +0.418   +0.840    15     7    0.0046    0.0049    0.0067    0.0026    0.0026    0.0036    
PG1047+033      PG1047+003B    10:50:07.915     -00:02:04.36    14.751   +0.679   +0.172   +0.391   +0.371   +0.764    13     5    0.0050    0.0086    0.0128    0.0022    0.0080    0.0086    
PG1047+033      PG1047+003C    10:50:13.682     -00:00:32.35    12.453   +0.607   -0.019   +0.378   +0.358   +0.737    11     6    0.0093    0.0024    0.0060    0.0036    0.0033    0.0045    
-               G44_40         10:50:52.01      +06:48:29.3     11.675   +1.644   +1.213   +1.216   +1.568   +2.786    13     6    0.0033    0.0031    0.0092    0.0031    0.0017    0.0039    
SA102           102_620        10:55:04.231     -00:48:18.88    10.074   +1.080   +1.025   +0.645   +0.524   +1.169    82    72    0.0006    0.0005    0.0014    0.0004    0.0006    0.0007    
-               G45_20         10:56:28.91      +07:00:53.2     13.507   +2.034   +1.165   +1.823   +2.174   +4.000    19    10    0.0060    0.0069    0.0346    0.0073    0.0025    0.0062    
SA102           102_1081       10:57:04.045     -00:13:12.87     9.903   +0.664   +0.258   +0.366   +0.332   +0.697    89    80    0.0007    0.0006    0.0013    0.0005    0.0006    0.0008    
G163            G163_27        10:57:35.18      -07:31:23.3     14.338   +0.288   -0.548   +0.206   +0.210   +0.417    26    15    0.0055    0.0047    0.0065    0.0041    0.0075    0.0082    
G163            G163_51E       11:07:22.332     -05:16:13.86    14.466   +0.611   +0.095   +0.381   +0.344   +0.725     1     1    0.0150    0.0150    0.0200    0.0150    0.0150    0.0150    
G163            G163_51B       11:07:32.846     -05:12:37.29    11.292   +0.623   +0.119   +0.355   +0.336   +0.692     6     3    0.0029    0.0016    0.0024    0.0012    0.0020    0.0029    
G163            G163_51C       11:07:33.782     -05:14:20.26    12.672   +0.431   -0.009   +0.267   +0.272   +0.540     6     3    0.0033    0.0049    0.0061    0.0024    0.0024    0.0045    
G163            G163_51D       11:07:34.915     -05:15:00.50    13.862   +0.844   +0.202   +0.478   +0.466   +0.945     6     3    0.0041    0.0029    0.0171    0.0045    0.0086    0.0114    
G163            G163_51A       11:07:37.196     -05:12:23.31    12.504   +0.666   +0.060   +0.382   +0.371   +0.753     6     3    0.0037    0.0020    0.0037    0.0037    0.0037    0.0057    
G163            G163_50        11:07:59.950     -05:09:26.10    13.057   +0.036   -0.696   -0.084   -0.072   -0.158    84    70    0.0009    0.0012    0.0014    0.0009    0.0016    0.0022    
G163            G163_51        11:08:06.539     -05:13:47.19    12.559   +1.499   +1.195   +1.080   +1.355   +2.434    47    34    0.0012    0.0021    0.0087    0.0010    0.0008    0.0012    
-               BD_+5_2468     11:15:30.897     +04:57:23.52     9.352   -0.114   -0.543   -0.035   -0.052   -0.089    42    35    0.0017    0.0010    0.0017    0.0006    0.0012    0.0013    
-               HD_100340      11:32:49.941     +05:16:36.23    10.115   -0.234   -0.975   -0.104   -0.135   -0.238    37    28    0.0012    0.0010    0.0018    0.0005    0.0009    0.0011    
-               BD_+5_2529     11:41:49.593     +05:08:26.54     9.585   +1.233   +1.194   +0.783   +0.667   +1.452    35    27    0.0011    0.0012    0.0024    0.0009    0.0007    0.0011    
-               G10_50         11:47:44.390     +00:48:16.40    11.153   +1.752   +1.318   +1.294   +1.673   +2.969    14     7    0.0024    0.0024    0.0078    0.0037    0.0021    0.0037    
SA103           103_302        11:56:06.021     -00:47:54.36     9.859   +0.370   -0.057   +0.230   +0.236   +0.465    76    63    0.0007    0.0005    0.0009    0.0005    0.0007    0.0009    
SA103           103_626        11:56:46.156     -00:23:14.71    11.836   +0.413   -0.057   +0.262   +0.274   +0.535    17    10    0.0034    0.0027    0.0032    0.0022    0.0015    0.0024    
SA103           103_526        11:56:54.182     -00:30:13.47    10.890   +1.090   +0.936   +0.560   +0.501   +1.056     9     6    0.0005    0.0010    0.0005    0.0011    0.0005    0.0014    
-               G12_43         12:33:17.38      +09:01:15.8     12.467   +1.846   +1.085   +1.530   +1.944   +3.479    13     6    0.0042    0.0053    0.0466    0.0053    0.0039    0.0033    
SA104           104_306        12:41:03.619     -00:37:13.83     9.370   +1.592   +1.666   +0.832   +0.762   +1.591    89    68    0.0067    0.0030    0.0059    0.0020    0.0024    0.0033    
SA104           104_423        12:41:35.959     -00:31:11.26    15.602   +0.630   +0.050   +0.262   +0.559   +0.818     2     1    0.0247    0.0389    0.0269    0.0361    0.1167    0.1520    
SA104           104_428        12:41:41.284     -00:26:26.13    12.630   +0.985   +0.748   +0.534   +0.497   +1.032    25    16    0.0038    0.0028    0.0044    0.0024    0.0018    0.0036    
SA104           104_L1         12:41:49.42      -00:21:01.2     14.608   +0.630   +0.064   +0.374   +0.364   +0.739     2     1    0.0007    0.0014    0.0127    0.0113    0.0163    0.0042    
SA104           104_430        12:41:50.259     -00:25:52.44    13.858   +0.652   +0.131   +0.364   +0.363   +0.727    15     8    0.0052    0.0062    0.0085    0.0046    0.0041    0.0065    
SA104           104_325        12:42:02.210     -00:41:35.93    15.581   +0.694   +0.051   +0.345   +0.307   +0.652     2     1    0.0163    0.0431    0.0219    0.0255    0.0148    0.0403    
SA104           104_330        12:42:11.418     -00:40:41.44    15.296   +0.594   -0.028   +0.369   +0.371   +0.739    15     6    0.0103    0.0276    0.0155    0.0124    0.0214    0.0225    
SA104           104_440        12:42:14.30      -00:24:46.3     15.114   +0.440   -0.227   +0.289   +0.317   +0.605    11     5    0.0081    0.0084    0.0103    0.0069    0.0232    0.0262    
SA104           104_237        12:42:16.874     -00:51:18.21    15.395   +1.088   +0.918   +0.647   +0.628   +1.274     1     1    -         -         -         -         -         -         
SA104           104_L2         12:42:19.621     -00:34:23.90    16.048   +0.650   -0.172   +0.344   +0.323   +0.667     4     2    0.0190    0.0265    0.0450    0.0295    0.0755    0.1000    
SA104           104_443        12:42:19.813     -00:25:21.21    15.372   +1.331   +1.280   +0.817   +0.778   +1.595     3     2    0.0087    0.0023    0.1120    0.0139    0.0104    0.0202    
SA104           104_444        12:42:20.021     -00:32:28.17    13.477   +0.512   -0.070   +0.313   +0.331   +0.643     2     1    0.0014    0.0099    0.0085    0.0021    0.0014    0.0007    
SA104           104_334        12:42:20.425     -00:40:28.35    13.484   +0.518   -0.067   +0.323   +0.331   +0.653    24    16    0.0047    0.0031    0.0039    0.0029    0.0031    0.0047    
SA104           104_335        12:42:20.894     -00:33:08.19    11.665   +0.622   +0.145   +0.357   +0.334   +0.691     4     2    0.0095    0.0010    0.0020    0.0035    0.0045    0.0070    
SA104           104_239        12:42:22.91      -00:46:35.6     13.936   +1.356   +1.291   +0.868   +0.805   +1.675     7     3    0.0060    0.0087    0.0231    0.0045    0.0030    0.0057    
SA104           104_336        12:42:24.64      -00:39:58.0     14.404   +0.830   +0.495   +0.461   +0.403   +0.865    14     6    0.0067    0.0072    0.0123    0.0059    0.0099    0.0104    
SA104           104_338        12:42:30.142     -00:38:32.39    16.059   +0.591   -0.082   +0.348   +0.372   +0.719     8     5    0.0078    0.0219    0.0368    0.0088    0.0209    0.0170    
SA104           104_339        12:42:33.298     -00:41:39.88    15.459   +0.832   +0.709   +0.476   +0.374   +0.849     1     1    -         -         -         -         -         -         
SA104           104_244        12:42:34.235     -00:45:47.06    16.011   +0.590   -0.152   +0.338   +0.489   +0.825     2     2    0.0092    0.0057    0.0113    0.0035    0.0269    0.0290    
SA104           104_455        12:42:52.116     -00:24:17.43    15.105   +0.581   -0.024   +0.360   +0.357   +0.716    13     7    0.0067    0.0144    0.0122    0.0053    0.0089    0.0122    
SA104           104_456        12:42:53.505     -00:32:00.91    12.362   +0.622   +0.135   +0.357   +0.337   +0.694     4     2    0.0025    0.0025    0.0045    0.0035    0.0065    0.0080    
SA104           104_457        12:42:54.195     -00:28:48.68    16.048   +0.753   +0.522   +0.484   +0.490   +0.974     9     4    0.0107    0.0187    0.0770    0.0183    0.0370    0.0213    
SA104           104_460        12:43:02.86      -00:28:19.0     12.895   +1.281   +1.246   +0.813   +0.695   +1.511    36    28    0.0019    0.0014    0.0026    0.0006    0.0010    0.0015    
SA104           104_461        12:43:06.031     -00:32:18.01     9.705   +0.476   -0.035   +0.288   +0.289   +0.579   112    90    0.0005    0.0006    0.0009    0.0004    0.0005    0.0005    
SA104           104_350        12:43:14.204     -00:33:20.54    13.634   +0.673   +0.165   +0.383   +0.353   +0.736    14     7    0.0043    0.0035    0.0056    0.0032    0.0045    0.0061    
SA104           104_470        12:43:22.314     -00:29:52.83    14.310   +0.732   +0.101   +0.295   +0.356   +0.649     3     1    0.0121    0.0092    0.0202    0.0133    0.0035    0.0150    
SA104           104_364        12:43:45.986     -00:34:31.63    15.799   +0.601   -0.131   +0.314   +0.397   +0.712     2     1    0.0156    0.0488    0.0559    0.0085    0.0410    0.0495    
SA104           104_366        12:43:53.17      -00:34:45.4     12.908   +0.870   +0.424   +0.517   +0.464   +0.982     1     1    -         -         -         -         -         -         
SA104           104_479        12:43:55.279     -00:32:49.39    16.087   +1.271   +0.673   +0.657   +0.607   +1.264     2     1    0.0339    0.0276    0.3995    0.0028    0.0035    0.0071    
SA104           104_367        12:43:58.453     -00:33:33.87    15.844   +0.639   -0.126   +0.382   +0.296   +0.679     2     1    0.0255    0.0212    0.0156    0.0177    0.0042    0.0226    
SA104           104_484        12:44:20.526     -00:30:54.29    14.406   +1.024   +0.732   +0.514   +0.486   +1.000     2     1    0.0071    0.0184    0.0134    0.0057    0.0064    0.0120    
SA104           104_485        12:44:23.810     -00:30:16.38    15.017   +0.838   +0.493   +0.478   +0.488   +0.967     2     1    0.0113    0.0339    0.0226    0.0014    0.0113    0.0099    
SA104           104_490        12:44:33.454     -00:25:51.78    12.572   +0.535   +0.048   +0.318   +0.312   +0.630    12     8    0.0029    0.0032    0.0052    0.0023    0.0023    0.0026    
SA104           104_598        12:45:16.779     -00:16:40.47    11.478   +1.108   +1.051   +0.667   +0.545   +1.214    88    76    0.0010    0.0008    0.0023    0.0004    0.0004    0.0005    
PG1323-086      PG1323-086     13:25:39.468     -08:49:19.12    13.481   -0.140   -0.681   -0.048   -0.078   -0.127    39    18    0.0019    0.0022    0.0026    0.0018    0.0045    0.0045    
PG1323-086      PG1323-086A    13:25:49.722     -08:50:23.53    13.591   +0.393   -0.019   +0.252   +0.252   +0.506    20    12    0.0257    0.0022    0.0045    0.0027    0.0047    0.0060    
PG1323-086      PG1323-086C    13:25:50.222     -08:48:38.94    14.003   +0.707   +0.245   +0.395   +0.363   +0.759    26    13    0.0031    0.0027    0.0076    0.0024    0.0041    0.0049    
PG1323-086      PG1323-086B    13:25:50.651     -08:50:55.10    13.406   +0.761   +0.265   +0.426   +0.407   +0.833    23    13    0.0019    0.0029    0.0042    0.0023    0.0023    0.0031    
PG1323-086      PG1323-086D    13:26:05.252     -08:50:36.19    12.080   +0.587   +0.005   +0.346   +0.335   +0.684    15     6    0.0023    0.0018    0.0036    0.0013    0.0026    0.0031    
-               G14_55         13:28:21.082     -02:21:37.07    11.336   +1.491   +1.157   +1.078   +1.388   +2.462     5     2    0.0058    0.0049    0.0076    0.0067    0.0013    0.0063    
SA105           105_505        13:35:24.773     -00:23:20.74    10.270   +1.422   +1.218   +0.910   +0.861   +1.771     6     3    0.0061    0.0102    0.0053    0.0053    0.0033    0.0069    
SA105           105_437        13:37:16.748     -00:37:56.33    12.535   +0.248   +0.067   +0.136   +0.143   +0.279     7     3    0.0060    0.0038    0.0094    0.0053    0.0026    0.0076    
SA105           105_815        13:40:02.492     -00:02:18.76    11.451   +0.381   -0.247   +0.267   +0.292   +0.559    61    51    0.0008    0.0007    0.0010    0.0005    0.0005    0.0006    
-               BD_+2_2711     13:42:19.004     +01:30:18.68    10.369   -0.163   -0.699   -0.072   -0.095   -0.168    94    78    0.0007    0.0006    0.0011    0.0005    0.0006    0.0008    
-               32376437       13:42:23.215     +01:30:25.71    10.584   +0.499   +0.005   +0.304   +0.301   +0.606    10     8    0.0016    0.0016    0.0028    0.0006    0.0009    0.0016    
-               HD_121968      13:58:51.167     -02:54:52.33    10.256   -0.185   -0.915   -0.074   -0.100   -0.173    90    75    0.0006    0.0006    0.0010    0.0004    0.0005    0.0006    
PG1407-013      PG1407-013B    14:10:24.181     -01:27:16.52    12.471   +0.970   +0.665   +0.537   +0.505   +1.037    17    10    0.0013    0.0016    0.0020    0.0012    0.0012    0.0016    
PG1407-013      PG1407-013     14:10:25.915     -01:30:16.61    13.758   -0.259   -1.133   -0.119   -0.151   -0.272    21    12    0.0012    0.0017    0.0033    0.0015    0.0033    0.0043    
PG1407-013      PG1407-013C    14:10:28.013     -01:25:03.05    12.462   +0.805   +0.298   +0.464   +0.448   +0.914    17    10    0.0015    0.0013    0.0031    0.0010    0.0016    0.0014    
PG1407-013      PG1407-013A    14:10:29.547     -01:29:10.18    14.661   +1.151   +1.049   +0.617   +0.569   +1.178    21    10    0.0023    0.0030    0.0116    0.0018    0.0018    0.0034    
PG1407-013      PG1407-013D    14:10:34.083     -01:27:14.00    14.872   +0.891   +0.420   +0.496   +0.472   +0.967    14     9    0.0024    0.0026    0.0104    0.0020    0.0058    0.0063    
PG1407-013      PG1407-013E    14:10:35.721     -01:26:31.42    15.182   +0.883   +0.600   +0.496   +0.417   +0.915     9     6    0.0036    0.0042    0.0144    0.0044    0.0068    0.0074    
SA106           106_1024       14:40:06.997     +00:01:45.11    11.599   +0.332   +0.085   +0.196   +0.195   +0.390    35    27    0.0051    0.0022    0.0029    0.0019    0.0014    0.0029    
SA106           106_700        14:40:50.944     -00:23:36.82     9.786   +1.364   +1.580   +0.730   +0.643   +1.374    88    77    0.0008    0.0006    0.0014    0.0005    0.0006    0.0008    
SA106           106_575        14:41:38.499     -00:26:01.82     9.341   +1.306   +1.485   +0.676   +0.587   +1.268    39    30    0.0007    0.0007    0.0027    0.0005    0.0005    0.0006    
SA106           106_485        14:44:14.083     -00:37:06.69     9.477   +0.378   -0.052   +0.233   +0.236   +0.468    47    36    0.0009    0.0007    0.0010    0.0004    0.0004    0.0006    
-               PG1514+034     15:17:14.269     +03:10:27.92    13.997   -0.009   -0.955   +0.087   +0.126   +0.212     6     3    0.0078    0.0082    0.0102    0.0029    0.0065    0.0073    
PG1525-071      PG1525-071     15:28:11.57      -07:16:32.7     15.046   -0.211   -1.177   -0.068   +0.012   -0.151    20    13    0.0027    0.0005    0.0027    0.0020    0.0020    0.0071    
PG1525-071      PG1525-071D    15:28:12.00      -07:16:39.1     16.300   +0.393   +0.224   +0.405   +0.343   +0.756    15     8    0.0021    0.0714    0.0316    0.0108    0.0196    0.0085    
PG1525-071      PG1525-071A    15:28:13.416     -07:16:01.03    13.506   +0.773   +0.282   +0.437   +0.421   +0.862    15     8    0.0008    0.0015    0.0019    0.0006    0.0024    0.0026    
PG1525-071      PG1525-071B    15:28:14.39      -07:16:13.2     16.392   +0.729   +0.141   +0.450   +0.387   +0.906    17     8    0.0039    0.0043    0.0097    0.0037    0.0066    0.0066    
PG1525-071      PG1525-071C    15:28:16.502     -07:14:30.36    13.519   +1.116   +1.073   +0.593   +0.509   +1.096    16     9    0.0007    0.0028    0.0052    0.0010    0.0015    0.0012    
PG1528+062      PG1528+062B    15:30:39.542     +06:01:12.98    11.989   +0.593   +0.005   +0.364   +0.344   +0.711     1     1    -         -         -         -         -         -         
PG1528+062      PG1528+062A    15:30:49.092     +06:01:24.09    15.553   +0.830   +0.356   +0.433   +0.389   +0.824     1     1    -         -         -         -         -         -         
PG1528+062      PG1528+062     15:30:49.93      +06:00:56.2     14.767   -0.252   -1.091   -0.111   -0.182   -0.296     1     1    -         -         -         -         -         -         
PG1528+062      PG1528+062C    15:30:55.616     +06:00:09.59    13.477   +0.644   +0.074   +0.357   +0.340   +0.699     1     1    -         -         -         -         -         -         
PG1530+057      PG1530+057A    15:33:10.224     +05:33:42.93    13.711   +0.829   +0.414   +0.473   +0.412   +0.886     1     1    -         -         -         -         -         -         
PG1530+057      PG1530+057     15:33:10.737     +05:32:26.88    14.211   +0.151   -0.789   +0.162   +0.036   +0.199     1     1    -         -         -         -         -         -         
PG1530+057      PG1530+057B    15:33:17.446     +05:33:46.29    12.842   +0.745   +0.325   +0.423   +0.376   +0.799     1     1    -         -         -         -         -         -         
SA107           107_544        15:36:48.097     -00:15:07.07     9.036   +0.399   +0.156   +0.232   +0.227   +0.458    54    39    0.0010    0.0006    0.0011    0.0006    0.0006    0.0008    
SA107           107_970        15:37:25.830     +00:18:33.82    10.939   +1.596   +1.750   +1.142   +1.435   +2.574    57    47    0.0074    0.0017    0.0061    0.0020    0.0033    0.0040    
SA107           107_568        15:37:52.713     -00:17:17.51    13.054   +1.149   +0.862   +0.625   +0.595   +1.217    15     7    0.0015    0.0028    0.0039    0.0021    0.0028    0.0028    
SA107           107_1006       15:38:33.353     +00:14:19.11    11.713   +0.766   +0.278   +0.442   +0.420   +0.863    81    72    0.0006    0.0009    0.0018    0.0005    0.0007    0.0008    
SA107           107_347        15:38:35.770     -00:35:57.69     9.446   +1.294   +1.302   +0.712   +0.652   +1.365    33    26    0.0011    0.0009    0.0015    0.0007    0.0007    0.0011    
SA107           107_720        15:38:36.978     -00:02:24.92    13.121   +0.599   +0.088   +0.374   +0.355   +0.731     2     1    0.0057    0.0028    0.0106    0.0099    0.0028    0.0078    
SA107           107_456        15:38:42.735     -00:19:47.02    12.919   +0.921   +0.589   +0.537   +0.478   +1.015    20    10    0.0020    0.0029    0.0045    0.0020    0.0025    0.0036    
SA107           107_351        15:38:45.760     -00:32:06.30    12.342   +0.562   -0.005   +0.351   +0.358   +0.708    25    14    0.0020    0.0024    0.0040    0.0016    0.0022    0.0026    
SA107           107_457        15:38:46.763     -00:20:15.17    14.910   +0.792   +0.350   +0.494   +0.469   +0.964     2     1    0.0021    0.0035    0.0099    0.0028    0.0064    0.0092    
SA107           107_458        15:38:50.219     -00:24:26.45    11.676   +1.214   +1.189   +0.667   +0.602   +1.274     2     1    0.0042    0.0057    0.0049    0.0028    0.0007    0.0035    
SA107           107_592        15:38:50.382     -00:17:09.17    11.847   +1.318   +1.380   +0.709   +0.647   +1.357     9     5    0.0033    0.0047    0.0133    0.0013    0.0023    0.0020    
SA107           107_459        15:38:50.812     -00:22:33.77    12.284   +0.900   +0.427   +0.525   +0.517   +1.045     2     1    0.0014    0.0106    0.0099    0.0028    0.0007    0.0035    
SA107           107_212        15:38:56.067     -00:45:31.71    13.383   +0.683   +0.135   +0.404   +0.411   +0.818     2     1    0.0064    0.0106    0.0198    0.0071    0.0085    0.0148    
SA107           107_215        15:38:57.650     -00:43:06.59    16.046   +0.115   -0.082   -0.032   -0.475   -0.511     3     2    0.0266    0.0312    0.0092    0.0935    0.2991    0.3943    
SA107           107_213        15:38:57.671     -00:44:15.06    14.262   +0.802   +0.261   +0.531   +0.509   +1.038     1     1    -         -         -         -         -         -         
SA107           107_357        15:39:05.469     -00:39:12.16    14.418   +0.675   +0.025   +0.416   +0.421   +0.840     2     1    -         0.0035    0.0057    0.0120    0.0233    0.0113    
SA107           107_359        15:39:09.04      -00:35:38.6     12.797   +0.580   -0.124   +0.379   +0.381   +0.759     6     3    0.0049    0.0069    0.0118    0.0029    0.0033    0.0053    
SA107           107_599        15:39:09.457     -00:14:28.74    14.675   +0.698   +0.243   +0.433   +0.438   +0.869    17     7    0.0082    0.0121    0.0061    0.0053    0.0121    0.0155    
SA107           107_600        15:39:10.065     -00:15:51.15    14.884   +0.503   +0.049   +0.339   +0.361   +0.700     9     4    0.0170    0.0130    0.0227    0.0097    0.0147    0.0203    
SA107           107_601        15:39:13.88      -00:13:28.0     14.646   +1.412   +1.265   +0.923   +0.835   +1.761    33    13    0.0045    0.0073    0.0247    0.0035    0.0031    0.0038    
SA107           107_602        15:39:18.878     -00:15:29.94    12.116   +0.991   +0.585   +0.545   +0.531   +1.074    17     9    0.0027    0.0029    0.0070    0.0015    0.0022    0.0032    
SA107           107_611        15:39:35.077     -00:12:35.76    14.329   +0.890   +0.455   +0.520   +0.447   +0.968     4     2    0.0065    0.0085    0.0165    0.0090    0.0105    0.0170    
SA107           107_612        15:39:35.427     -00:15:07.45    14.256   +0.896   +0.296   +0.551   +0.530   +1.081     2     1    0.0057    0.0014    0.0035    0.0035    0.0007    0.0021    
SA107           107_614        15:39:41.132     -00:13:10.80    13.926   +0.622   +0.033   +0.361   +0.370   +0.732     4     2    0.0065    0.0170    0.0150    0.0040    0.0130    0.0090    
SA107           107_626        15:40:05.349     -00:17:28.95    13.468   +1.000   +0.728   +0.600   +0.527   +1.126    24    12    0.0045    0.0082    0.0118    0.0024    0.0022    0.0035    
SA107           107_627        15:40:07.462     -00:17:22.68    13.349   +0.779   +0.226   +0.465   +0.454   +0.918    24    12    0.0055    0.0047    0.0049    0.0022    0.0027    0.0037    
SA107           107_484        15:40:16.818     -00:21:14.93    11.311   +1.240   +1.298   +0.664   +0.577   +1.240    26    20    0.0006    0.0015    0.0038    0.0006    0.0008    0.0016    
SA107           107_636        15:40:40.488     -00:14:53.10    14.873   +0.751   +0.121   +0.432   +0.465   +0.896     2     1    0.0134    0.0120    0.0177    0.0085    0.0417    0.0325    
SA107           107_639        15:40:44.767     -00:17:10.24    14.197   +0.640   -0.026   +0.399   +0.404   +0.803    10     6    0.0161    0.0092    0.0202    0.0104    0.0095    0.0126    
SA107           107_640        15:40:49.150     -00:16:47.53    15.050   +0.755   +0.092   +0.511   +0.506   +1.017     5     3    0.0250    0.0103    0.0322    0.0183    0.0161    0.0246    
-               G153_41        16:17:55.241     -15:35:52.15    13.425   -0.210   -1.129   -0.133   -0.158   -0.289    39    27    0.0015    0.0016    0.0026    0.0010    0.0023    0.0025    
-               G138_25        16:25:13.952     +15:40:54.25    13.513   +1.419   +1.265   +0.883   +0.796   +1.685     2     1    0.0007    0.0177    0.0382    0.0028    0.0028    0.0049    
-               BD_-12_4523    16:30:18.059     -12:39:45.34    10.072   +1.566   +1.195   +1.155   +1.499   +2.651    16    13    0.0021    0.0005    0.0019    0.0005    0.0016    0.0013    
-               HD_149382      16:34:23.333     -04:00:52.02     8.943   -0.282   -1.143   -0.127   -0.135   -0.262    57    48    0.0008    0.0008    0.0022    0.0004    0.0007    0.0008    
-               108_1332       16:35:21.401     -00:04:05.32     9.208   +0.380   +0.083   +0.225   +0.225   +0.449    76    60    0.0005    0.0007    0.0010    0.0004    0.0003    0.0005    
PG1633+099      PG1633+099     16:35:24.025     +09:47:49.90    14.396   -0.191   -0.990   -0.085   -0.114   -0.208    20    11    0.0016    0.0021    0.0031    0.0026    0.0085    0.0107    
PG1633+099      PG1633+099A    16:35:25.984     +09:47:53.19    15.259   +0.871   +0.305   +0.506   +0.506   +1.011    23    10    0.0032    0.0042    0.0037    0.0033    0.0078    0.0099    
PG1633+099      PG1633+099G    16:35:32.336     +09:50:30.74    13.749   +0.693   +0.079   +0.412   +0.389   +0.804    15     8    0.0016    0.0012    0.0044    0.0012    0.0015    0.0023    
PG1633+099      PG1633+099B    16:35:33.304     +09:46:20.71    12.968   +1.081   +1.017   +0.589   +0.503   +1.090    18    10    0.0016    0.0013    0.0051    0.0010    0.0013    0.0019    
PG1633+099      PG1633+099F    16:35:36.713     +09:49:40.34    13.768   +0.878   +0.254   +0.523   +0.522   +1.035    15     8    0.0020    0.0024    0.0048    0.0013    0.0022    0.0028    
PG1633+099      PG1633+099C    16:35:37.275     +09:46:15.80    13.224   +1.144   +1.146   +0.612   +0.524   +1.133    17    10    0.0017    0.0008    0.0022    0.0010    0.0014    0.0027    
PG1633+099      PG1633+099D    16:35:40.089     +09:46:41.57    13.689   +0.535   -0.021   +0.324   +0.323   +0.649    20    12    0.0016    0.0018    0.0028    0.0011    0.0018    0.0020    
PG1633+099      PG1633+099E    16:35:45.084     +09:49:24.53    13.113   +0.841   +0.337   +0.484   +0.471   +0.953    16     9    0.0021    0.0020    0.0037    0.0014    0.0018    0.0024    
SA108           108_719        16:36:11.047     -00:25:29.07    12.690   +1.031   +0.648   +0.553   +0.533   +1.087     4     2    0.0045    0.0025    0.0005    0.0045    0.0025    0.0050    
SA108           108_1848       16:36:58.442     +00:05:55.61    11.738   +0.559   +0.073   +0.331   +0.325   +0.657     1     1    -         -         -         -         -         -         
SA108           108_475        16:37:00.595     -00:34:39.17    11.307   +1.380   +1.463   +0.743   +0.664   +1.408   113    98    0.0007    0.0006    0.0028    0.0004    0.0004    0.0007    
SA108           108_1863       16:37:12.452     +00:02:30.58    12.244   +0.803   +0.378   +0.446   +0.398   +0.844     1     1    -         -         -         -         -         -         
SA108           108_1491       16:37:13.934     -00:02:41.91     9.059   +0.964   +0.616   +0.522   +0.498   +1.020    77    62    0.0006    0.0005    0.0012    0.0003    0.0004    0.0005    
SA108           108_551        16:37:47.788     -00:33:05.16    10.702   +0.180   +0.182   +0.100   +0.109   +0.209   144   114    0.0006    0.0004    0.0010    0.0004    0.0005    0.0006    
SA108           108_1918       16:37:50.129     -00:00:36.41    11.384   +1.432   +1.839   +0.773   +0.661   +1.434     2     1    0.0007    0.0014    -         0.0042    -         0.0042    
SA108           108_981        16:39:16.614     -00:25:06.98    12.071   +0.494   +0.237   +0.310   +0.312   +0.622     4     2    0.0025    0.0015    0.0075    0.0020    0.0030    0.0010    
-               PG1647+056     16:50:18.461     +05:32:55.94    14.773   -0.173   -1.064   -0.058   -0.022   -0.082     7     3    0.0087    0.0087    0.0076    0.0102    0.0151    0.0163    
-               Wolf_629       16:55:25.223     -08:19:21.30    11.759   +1.676   +1.256   +1.185   +1.525   +2.715     7     4    0.0042    0.0030    0.0034    0.0017    0.0013    0.0013    
PG1657+078      PG1657+078E    16:59:27.221     +07:44:01.26    14.486   +0.787   +0.284   +0.436   +0.413   +0.851     4     2    0.0020    0.0130    0.0095    0.0020    0.0105    0.0105    
PG1657+078      PG1657+078D    16:59:27.877     +07:42:59.71    16.156   +0.986   +0.599   +0.635   +0.592   +1.227     1     1    -         -         -         -         -         -         
